Cluster ID,confidence_score,ID,Has Duplicate,dup_of,Title,Title (Original Script),Author,Author (Original Script),Format,Language,Published/Created,Date,Description,Series,Library,Location,Call Number,Notes,Edition
96,1.0,'99754543506421',FALSE,,The geography of the imagination : forty essays,,"Davenport, Guy",,Book,English,San Francisco: North Point Press,1981,"x, 384 p. ; 24 cm.",,Special Collections; Firestone Library,Leonard Milberg Coll. of American Poetry; Stacks,PS3554.A86 G4 1981,Princeton copy 1 ExRML copy is gift of Leonard L. Milberg '53 in honor of Richard M. Ludwig.,
44,1.0,'9945458963506421',FALSE,,The Gold Star Mother pilgrimages of the 1930s : overseas grave visitations by mothers and widows of fallen U.S. World War I soldiers,,"Graham, John W., 1961-",,Book,English,"Jefferson, N.C.: McFarland & Co.",2005,"ix, 229 pages : illustrations ; 23 cm",,Firestone Library,Stacks,D639.W7 G55 2005,,
62,1.0,'9913828793506421',FALSE,,The little book of modern verse : a selection from the work of contemporaneous American poets,,,,Book,English,And New York: Houghton Mifflin Co.,1913,"xvi, 211 pages 17 cm.",Riverside college classics,ReCAP,Remote Storage,PS614 .R5 1913,,
73,1.0,'9913221093506421',FALSE,,The mayor of Casterbridge,,"Hardy, Thomas, 1840-1928",,Book,English,New York: Modern Library,1917,"xiv, 318 pages frontispiece (map) 17 cm.",Modern library of the world's best books; The modern library of the world's best books,Firestone Library,Stacks,PR4750 .M39 1917,,
43,1.0,'9956122753506421',FALSE,,The new poetry : an anthology,,"Monroe, Harriet, 1860-1936",,Book,English,New York: The Macmillan Company,1919,"xxxi, 404 pages ; 20 cm",,ReCAP,Remote Storage,PR1225 .M6 1919,"Reprint of the first edition, New York, 1917.; Bound as issued.; Includes 5 p. of advertisements at end.",
125,1.0,'9913636433506421',FALSE,,The new poetry : an anthology of twentieth-century verse in English,,,,Book,English,New York: The Macmillan Company,1932,"lii pages, 1 leaf, 775 pages 23 cm",,Firestone Library,Stacks; Scribner Library,PR1225 .M6 1932,,"New ed., rev. and enl. by H.M., with biographical and critical notes."
84,1.0,'SCSB-11413497',FALSE,,The second book of modern verse : a selection from the work of contemporaneous American poets,,"Rittenhouse, Jessie B. (Jessie Belle), 1869-1948",,Book,English,New York [etc.]: Houghton Mifflin Company,1920,"1 p. l., [v]-xvi, [3]-240, [3] p. ; 18 cm.",Riverside literature series; Riverside college classics,ReCAP,Remote Storage,AL 419.19.3,,
128,1.0,'9913821153506421',FALSE,,The Smart Set anthology of world famous authors,,,,Book,English,New York: Halcyon House,1934,"xlviii, 844 pages ; 23 cm",,ReCAP,Remote Storage,PS221 .S637 1934,Includes index.,
100,1.0,'99125199098306421',FALSE,,Tree a life story,,"Suzuki, David, 1936-",,Book,English,Vancouver [B.C.]: Greystone Books,2007,1 online resource (201 p.),,,,,Co-published by the David Suzuki Foundation.,1st paperback ed.
83,1.0,'99125263987906421',FALSE,,Trees & Other Poems,,"Kilmer, Joyce",,Book,English,Project Gutenberg ; NetLibrary,2000,,,,,,,
21,0.9373983,'SCSB-6463534',TRUE,'SCSB-8174844',Trees & other poems,,"Kilmer, Joyce, 1886-1918",,Book,English,"Garden City, N.Y.: Doubleday",1914,75 p. 20 cm.,,ReCAP,Remote Storage,ReCAP .b171897377,,
139,1.0,'99125325934906421',FALSE,,Trees and Other Poems,,"Kilmer, Joyce",,Book,English,S.l.: Pub One Info,,1 online resource (1 v.),,,,,,
21,0.9373983,'SCSB-8174844',TRUE,'SCSB-6463534',Trees and other poems,,"Kilmer, Joyce, 1886-1918",,Book,English,"Garden City, N.Y.: Doubleday & Company, Inc",1914,75 p. ; 21 cm.,,ReCAP,Remote Storage,"NBI (Kilmer, J. Trees and other poems)",Reprinted from various periodicals.,
20,0.9798387,'9937474423506421',TRUE,'9937474493506421',Trees and other poems,,"Kilmer, Joyce, 1886-1918",,Book,English,New York: George H. Doran Company,1914,75 p. ; 21 cm.,,Special Collections,Rare Books,Behrman American no. 129Q,Reprinted from various periodicals.; First state of the first ed. Cf. Behrman.; Binding: tan-gray laid paper boards with paper labels; top edges gilt; original dust jacket; in slipcase.,
20,0.978498,'9937474323506421',FALSE,,Trees and other poems,,"Kilmer, Joyce, 1886-1918",,Book,English,New York: George H. Doran Company,1914,"[6], 9-65 leaves ; 20-25 cm.",,Special Collections,Rare Books,Behrman American no. 129a,Reprinted from various periodicals.; Original proof sheets. Cf. Behrman.,
20,0.9798387,'9937474493506421',TRUE,'9937474423506421',Trees and other poems,,"Kilmer, Joyce, 1886-1918",,Book,English,New York: George H. Doran Company,1914,75 p. ; 21 cm.,,Special Collections,Rare Books,Behrman American : Kilmer no. 2,Reprinted from various periodicals.; First state of the first ed. Cf. Behrman.; Binding: tan-gray laid paper boards with paper labels; top edges gilt; dust jacket wanting.,
20,0.9798387,'9913467743506421',TRUE,'9937474423506421',Trees and other poems,,"Kilmer, Joyce, 1886-1918",,Book,English,New York: George H. Doran Company,1914,75 p. ; 21 cm.,,Special Collections; ReCAP,Rare Books; Remote Storage,3812.42.391,Reprinted from various periodicals.,
97,1.0,'99125448317806421',FALSE,,Verses,,"Belloc, Hilaire 1870-1953",,Book,English,Project Gutenberg,2019,,,,,,,
24,0.7896665,'SCSB-8207201',TRUE,'9924399243506421',Verses,,"Belloc, Hilaire, 1870-1953",,Book,English,New York: L. J. Gomme,1916,"xxvii, 91 p. 20 cm.",,ReCAP,Remote Storage,"NCM (Belloc, H. Verses)",,
24,0.7896665,'9924399243506421',TRUE,'SCSB-8207201',Verses,,"Belloc, Hilaire, 1870-1953",,Book,English,New York: Laurence J. Gomme,1916,"xxvii, 91 p. 20 cm.",,Special Collections,Rare Books,3625.55.1916,,
105,1.0,'SCSB-6025386',FALSE,,"[Science : a collection of Russian publications : in the collection of the Slavic & Baltic Division, NYPL].",,,,Book,Russian,,1900.0,57 items.,,,,,,
57,1.0,'99125158440406421',FALSE,,Crop science,,,,Journal,English,"Madison, Wis.: Crop Science Society of America; New York: Springer",1961.0,"Print began with v. 1, published in 1961.",,,,,,
40,1.0,'995658763506421',FALSE,,Current science,,,,Journal,English,Bangalore: Current Science Association,1932.0,"v. : ill. ; 25-28 cm.; Vol. 1, no. 1 (July 1932)-",,,,,,
90,1.0,'99125202610906421',FALSE,,Islam & science,,,,Journal,English,"Sherwood Park, Alta: Center for Islam and Science",2003.0,"1 online resource; Vol. 1, no. 1 (June 2003)-; Ceased with v. 10, no. 2 (winter 2012).",,,,,,
136,1.0,'99125173608706421',FALSE,,Pacific science,,,,Journal,English,Honolulu: University of Hawai'i Press,1947.0,Print began in 1947.,,,,,,
131,1.0,'9958689083506421',FALSE,,Science,,"Clarke, Shirley",,Book,English,England: Hodder & Stoughton,1991.0,24 p. : col. ill. ; 28 cm.,,,,,,
132,1.0,'9922564513506421',FALSE,,Science,,"Fuller, Steve, 1959-",,Book,English,Buckingham: Open University Press,1997.0,"viii, 159 p. ; 23 cm.",,,,,,
47,1.0,'SCSB-5194482',FALSE,,Science,,"Gillon, Philip, 1913-2003",,Book,English,Jerusalem: Israel Digest,1965.0,47 pages : illustrations ; 16 cm.,,,,,,
104,1.0,'SCSB-11741770',FALSE,,Science,,"Kanin, Yuri",,Book,English,Moscow: Novosti Press Agency Pub. House,1978.0,"46 p., [20] leaves of plates : ill. (some col.) ; 20 cm.",,,,,,
109,1.0,'SCSB-8463178',FALSE,,Science,,Korea (South). Haeoe Kongbogwan,,Book,English,Seoul: The Service,1973.0,95 p. : ill. ; 21 cm.,,,,,,
130,1.0,'99117283613506421',FALSE,,Science,,"McEwan, Ian",,Book,English,London: Vintage,2019.0,120 pages ; 18 cm.,,,,,,
76,1.0,'SCSB-13661861',FALSE,,Science,,"Saint-Martin, Arnaud",,Book,French,Paris: Anamosa,2020.0,84 pages ; 19 cm.,,,,,,
142,1.0,'SCSB-6249755',FALSE,,Science,,Singapore. Ministry of Education,,Book,English,Singapore: Printed by the Govt. Print. Off,1971.0,2 v. 19 x 27 cm.,,,,,,
8,0.9805437,'9982332233506421',TRUE,SCSB-12445202,Science,,"Toder, Emily, 1981-",,Book,English,"Atlanta, GA: Coconut Books",2012.0,76 p. ; 23 cm.,,,,,,
8,0.9805437,'SCSB-12445202',TRUE,9982332233506421,Science,,"Toder, Emily, 1981-",,Book,English,"Atlanta, GA: Coconut Books",2012.0,76 p. ; 23 cm.,,,,,,
36,0.5613451,'998574693506421',FALSE,,Science,,,,Journal,English,"Cambridge, Mass: M. King",1883.0,"v. : ill. ; 26-32 cm.; [Vol. 1], no. 1 (Feb. 9, 1883)-v. 23, no. 581 (Mar. 23, 1894) ; new ser., v. 1, no. 1 (Jan. 4, 1895)-",,,,,,
133,1.0,'SCSB-12140011',FALSE,,Science,,,,Book,English,Moscow: Novosti Press Agency Pub. House,1984.0,"135 p., [16] p. of plates : ill. (some col.) ; 19 cm.",,,,,,
77,1.0,'SCSB-3194017',FALSE,,Science,,,,Book,English,Moscow: Novosti Press Agency Pub. House,1976.0,"46 pages, 24 unnumbered leaves of plates : illustrations ; 19 cm.",,,,,,
9,0.9670886,'SCSB-2743640',TRUE,99125320522206421,Science,,,,Journal,English,"New York, N.Y.: publisher not identified",1880.0,"volumes : illustrations ; 26-32 cm; Vol. 1, no. 1 (July 3, 1880)-v. 3, no. 82 (Mar. 4, 1882); [New ser.] Vol. 1, no. 1 (Feb. 9, 1883)-v. 23, no. 581 (Mar. 23, 1894); [2nd ser.] v. 1, no. 1 (Jan. 4, 1895)-",,,,,,
9,0.97971493,'99125320522206421',TRUE,SCSB-2743640,Science,,,,Journal,English,"New York, N.Y.: publisher not identified; Cambridge, Mass: Science Company, Moses King; Lancaster, Pa.: Science Press; Lancaster, Pa.: American Association for the Advancement of Science; Washington, DC: American Association for the Advancement of Science",1880.0,"Vol. 1, no. 1 (July 3, 1880)-v. 3, no. 82 (Mar. 4, 1882); [New ser.] vol. 1, no. 1 (Feb. 9, 1883)-v. 23, no. 581 (Mar. 23, 1894); [2nd ser.] v. 1, no. 1 (Jan. 4, 1895)-",,,,,,
9,0.9648553,'9921068463506421',TRUE,99125320522206421,Science,,,,Journal,English,New York: s.n.,1880.0,"3 v. : ill. ; 29 cm.; Vol. 1, no. 1 (July 3, 1880)-v. 3, no. 82 (Mar. 4, 1882).",,,,,,
34,0.99117976,'9954014793506421',TRUE,SCSB-11831235,Science,,,,Book,English,"Parkersburg, WV: Interactivity Foundation",2007.0,"iv, 102 p. ; 28 cm.",,,,,,
34,0.99117976,'SCSB-11831235',TRUE,9954014793506421,Science,,,,Book,English,"Parkersburg, WV: Interactivity Foundation",2007.0,"iv, 102 p. ; 28 cm.",,,,,,
1,0.9906827,'991206653506421',TRUE,SCSB-9389837,Science,,,,Journal,English,"Washington, D.C.: American Association for the Advancement of Science",1979.0,"7 v. : ill. ; 28 cm.; Vol. 1, no. 1 (Nov./Dec. 1979)-v. 7, no. 6 (July/Aug. 1986).",,,,,,
1,0.9905532,'SCSB-9389837',TRUE,991206653506421',Science,,,,Journal,English,"Washington, D.C.: American Association for the Advancement of Science",1979.0,"7 v. ill. 28 cm.; v. 1-7, no. 6; Nov./Dec. 1979-July/Aug. 1986.",,,,,,
1,0.99053204,'SCSB-2173455',FALSE,,Science,,,,Journal; Microform,English,"Washington, D.C.: American Association for the Advancement of Science",1979.0,"7 volumes : illustrations ; 28 cm; Vol. 1, no. 1 (Nov./Dec. 1979)-v. 7, no. 6 (July/Aug. 1986)",,,,,,
36,0.5613451,'SCSB-5936783',FALSE,,Science,,,,Journal,English,"Washington, etc.: American Association for the Advancement of Science [etc.]",1883.0,"v. : ill., ports., maps. ; 26-32 cm.; Vol. 1 (Feb. 9, 1880)-v. 23 (Mar. 23, 1894); new ser., v. 1, no. 1 (Jan. 4, 1895)-",,,,,,
60,1.0,'SCSB-3083520',FALSE,,Science ; an interview,,Center for the Study of Democratic Institutions,,Book,English,"Ann Arbor, Mich: University Microfilms",1970.0,37 pages ; 20 cm,,,,,,
50,1.0,'SCSB-4213934',FALSE,,Science ; list of audio visual and teaching aids intended to supplement the teaching of general science in all grades,,"Flimlin, George E.",,Book,English,Upper Montclair: The New Jersey State teachers college,1943.0,"v, 43 numbered leaves ; 28 X 22 cm",,,,,,
38,0.9805437,'SCSB-3152465',TRUE,SCSB-4726717,"Science ; who gets what science news--the news, where they get it, what they think about it--and the public",,National Association of Science Writers,,Book,English,New York: New York University Press,1958.0,43 pages : illustrations ; 28 cm,,,,,,
38,0.9805437,'SCSB-4726717',TRUE,SCSB-3152465,"Science ; who gets what science news--the news, where they get it, what they think about it--and the public",,National Association of Science Writers,,Book,English,New York: New York University Press,1958.0,43 pages : illustrations ; 28 cm,,,,,,
4,0.979747,'9941093333506421',TRUE,SCSB-9959461,Science : 100 scientists who changed the world,,"Balchin, Jon",,Book,English,New York: Enchanted Lion,2003.0,208 p. : ill. ; 24 cm.,,,,,,
4,0.979747,'SCSB-9959461',TRUE,9941093333506421,Science : 100 scientists who changed the world,,"Balchin, Jon",,Book,English,New York: Enchanted Lion,2003.0,208 p. : ports. ; 24 cm.,,,,,,
33,0.9805437,'9947988513506421',TRUE,SCSB-10894489,Science : a challenge to philosophy?,,"Internordic Philosophy Symposium (15th : 2004 : Helsinki, Finland)",,Book,English,New York: P. Lang,2006.0,339 p. ; 21cm.,,,,,,
33,0.9805437,'SCSB-10894489',TRUE,9947988513506421,Science : a challenge to philosophy?,,"Internordic Philosophy Symposium (15th : 2004 : Helsinki, Finland)",,Book,English,New York: P. Lang,2006.0,339 p. ; 21cm.,,,,,,
81,1.0,'9957596793506421',FALSE,,Science : a four thousand year history,,"Fara, Patricia",,Book,English,New York: Oxford University Press,2009.0,"xv, 408 p. : ill., maps ; 25 cm.",,,,,,
134,1.0,'99100121593506421',FALSE,,Science : a history in 100 experiments,,"Gribbin, John, 1946-",,Book,English,London: William Collins,2016.0,288 pages : illustrations (some color) ; 26 cm,,,,,,
35,0.99117976,'996938663506421',TRUE,SCSB-9103095,Science : a history of discovery in the twentieth century,,,,Book,English,New York: Oxford University Press,1990.0,256 p. : ill. (some col.) ; 29 cm.,,,,,,
35,0.99117976,'SCSB-9103095',TRUE,996938663506421,Science : a history of discovery in the twentieth century,,,,Book,English,New York: Oxford University Press,1990.0,256 p. : ill. (some col.) ; 29 cm.,,,,,,
15,0.9780193,'99125358072606421',FALSE,,Science : a many-splendored thing,,"Novak, Igor",,Book,English,London: World Scientific,2011.0,1 online resource (337 p.),,,,,,
15,0.9780193,'9968439153506421',FALSE,,Science : a many-splendored thing,,"Novak, Igor",,Book,English,London: World Scientific,2011.0,"xv, 320 p. : ill. (some col.), maps ; 23 cm.",,,,,,
18,0.96863467,'SCSB-3635379',FALSE,,Science : a new outline,,"Sullivan, J. W. N. (John William Navin), 1886-1937",,Book,English,New York: T. Nelson and sons,1935.0,"xii, 282 pages : frontispiece, illustrations, plates, diagrams ; 20 cm",,,,,,
17,0.9326286,'99129089203406421',FALSE,,Science : a poem,,"Hopkinson, Francis, 1737-1791",,Book,English,"Philadelphia: Printed by William Dunlap, in Market-street",1762.0,"1 online resource (iv, [5]-19 p. )",,,,,,
126,1.0,'99129089206406421',FALSE,,"Science : a poem dedicated to the American Association for the Advancement of Science : Albany, August 28, 1856",,"Street, Alfred Billings, 1811?-1881",,Book,English,"Albany: Van Benthuysen, Printer",1856.0,1 online resource (9 p. ),,,,,,
55,1.0,'9929837723506421',FALSE,,"Science : a poem delivered before the Euglossian Society of Geneva College, August 4, 1841",,"Myers, P. Hamilton (Peter Hamilton), 1812-1878",,Book,English,"Geneva, N.Y.: Printed by Stow & Frazee",1841.0,20 p. ; 24 cm.,,,,,,
92,1.0,'9990129823506421',FALSE,,Science : a witness for the Bible,,"Pendleton, William Nelson, 1809-1883",,Book,English,Philadelphia: J.B. Lippincott & Company,1860.0,"1 online resource (350 pages) : illustrations, plan.",,,,,,
22,0.99096525,'9914906883506421',TRUE,SCSB-6234400,Science : an American Bicentennial view : commentaries from a series of Academy forums,,,,Book,English,Washington: National Academy of Sciences,1977.0,"vii, 108 p. ; 23 cm.",,,,,,
22,0.99096525,'SCSB-6234400',TRUE,9914906883506421,Science : an American Bicentennial view : commentaries from a series of Academy forums,,,,Book,English,Washington: National Academy of Sciences,1977.0,"vii, 108 p. ; 23 cm.",,,,,,
22,0.99075574,'SCSB-2150672',TRUE,9914906883506421,Science : an American Bicentennial view : commentaries from a series of Academy forums,,,,Book,English,Washington: National Academy of Sciences,1977.0,"vii, 108 pages ; 23 cm",,,,,,
120,1.0,'SCSB-12788819',FALSE,,Science : an introductory reader,,"Steiner, Rudolf, 1861-1925",,Book,English,London: Sophia Books,2003.0,"vii, 240 p. : ill. ; 18 cm.",,,,,,
74,1.0,'9994756833506421',FALSE,,Science : antiqvity and its legacy,,"Lang, Philippa, 1974-",,Book,English,London: I.B. Tauris,2016.0,"xiv, 226 pages ; 22 cm.",,,,,,
122,1.0,'998701863506421',FALSE,,Science : between algorithm and creativity,,,,Book,English,"Delft, the Netherlands: Eburon",1992.0,247 p. : ill. ; 24 cm.,,,,,,
93,1.0,'SCSB-10457723',FALSE,,Science : can we trust the experts?,,,,Book,English,London: Hodder & Stoughton,2002.0,"xxii, 90 p. ; 20 cm.",,,,,,
112,1.0,'SCSB-4326190',FALSE,,"Science : chemistry, physics, astronomy",,"Bronowski, Jacob, 1908-1974",,Book,English,London: Macdonald,1960.0,367 pages : illustrations.,,,,,,
2,0.9805437,'99124757523506421',TRUE,99127156263806421,"Science : evidence, truth & integrity",,"Passaglia, Elio",,Book,English,"Gaithersburg, MD: U.S. Dept. of Commerce, National Institute of Standards and Technology",1985.0,1 online resource.,,,,,,
2,0.9805437,'99127156263806421',TRUE,99124757523506421,"Science : evidence, truth & integrity",,"Passaglia, Elio",,Book,English,"Gaithersburg, MD: U.S. Dept. of Commerce, National Institute of Standards and Technology",1985.0,1 online resource.,,,,,,
82,1.0,'99682483506421',FALSE,,"Science : good, bad and bogus",,"Gardner, Martin, 1914-2010",,Book,English,"Buffalo, N. Y.: Prometheus Books",1981.0,"xvii, 412 p. : ill. ; 24 cm.",,,,,,
68,1.0,'9970744363506421',FALSE,,"Science : image in action : proceedings of the 7th International Workshop Data Analysis in Astronomy ""Livio Scarsi and Vito DiGesú"", Erice, Sicily, Italy, 15-21 April 2011",,"International Workshop on Data Analysis in Astronomy (7th : 2011 : Erice, Italy)",,Book,English,Singapore: World Scientific,2012.0,"xxi, 303 p. : ill. ; 24 cm.",,,,,,
88,1.0,'996906443506421',FALSE,,Science : invention and discovery in the 20th century,,,,Book,English,London: Harrap,1990.0,256 p. : ill. (some col.) ; 29 cm.,,,,,,
39,0.89510345,'SCSB-4326152',TRUE,SCSB-8603807,"Science : its effect on industry, politics, war, education, religion and leadership",,"Hill, D. W. (Douglas W.)",,Book,English,"Brooklyn, N.Y.: Chemical Pub. Co., inc",1946.0,"v, 114 pages ; 23 cm",,,,,,
65,1.0,'99889403506421',FALSE,,Science : its history and development among the world's cultures,,"Ronan, Colin A.",,Book,English,"New York, NY: Facts on File",1982.0,543 p. : ill. ; 24 cm.,,,,,,
29,0.96906203,'SCSB-3083212',TRUE,9919257233506421,Science : its method and its philosophy,,"Brown, Guy Burniston",,Book,English,London: Allen & Unwin,1950.0,"189 pages : illustrations, portraits ; 22 cm",,,,,,
48,1.0,'9913984743506421',FALSE,,Science : key to our political future,,"Zuckerman, Solly, Baron, 1904-1993",,Book,English,"Denver, Colorado?: American Association for the Advancement of Science?",1977.0,"67 p. : ill., ports. ; 23 cm.",,,,,,
80,1.0,'9921278523506421',FALSE,,Science : leçons théoriques et pratiques du Livre de Thot,,"Alliette, 1738-1791",,Book,French,Paris?: s.n.,1787.0,"viij,94 p. ; 17 cm. (12mo)",,,,,,
32,0.99004537,'9940967803506421',TRUE,SCSB-4847564,Science : locality & universality,,,,Book,English; Arabic; French,Rabat: Faculty of Letters and Human Sciences,2002.0,"153, 147 p. : ill. ; 24 cm.",,,,,,
32,0.99004537,'SCSB-4847564',TRUE,9940967803506421,Science : locality & universality,,,,Book,English; Arabic,Rabat: Faculty of Letters and Human Sciences,2002.0,"153, 147 pages ; 24 cm.",,,,,,
94,1.0,'SCSB-12771035',FALSE,,Science : sense and nonsense,,"Synge, J. L. (John Lighton), 1897-1995",,Book,English,New York: W.W. Norton [1951],1981.0,156 p.: ill. ; 21 cm.,,,,,,
121,1.0,'99125289678606421',TRUE,99125159688606421,Science : teaching school subjects 11-19,,"Kind, Vanessa",,Book,English,"New York, New York: Taylor & Francis",2005.0,"1 online resource (xxii, 277 pages) : illustrations.",,,,,,
71,1.0,'99123054713506421',TRUE,99125159688606421,Science : teaching school subjects 11-19,,"Kind, Vanessa",,Book,English,New York: Routledge,2005.0,1 online resource,,,,,,
42,1.0,'99125159688606421',TRUE,99125289678606421,Science : teaching school subjects 11-19,,"Kind, Vanessa",,Book,English,Taylor & Francis; New York: Routledge,2005.0,1 online resource (300 p.),,,,,,
87,1.0,'SCSB-8048079',FALSE,,"Science : the ancient Hebrew significance of the book of Genesis ; the foundation of every science, philosophy and religion of all ages ; with a chapter showing the application of the law in healing disease",,"Haviland, Frank Wood",,Book,English,New York City: Published and sold by the author,1897.0,"3 p.ℓ., [5]-186 p., 2 ℓ. ; 19 cm.",,,,,,
95,1.0,'9999612673506421',FALSE,,Science : the definitive visual guide,,,,Book,English,London: Dorling Kindersley Limited,2016.0,"512 pages : illustrations (chiefly colour), maps, portraits ; 31 cm.",,,,,,
111,1.0,'991144533506421',FALSE,,Science : the glorious entertainment,,"Barzun, Jacques, 1907-2012",,Book,English,New York: Harper & Row,1964.0,"x, 322 p. 22 cm.",,,,,,
41,1.0,'SCSB-6703243',FALSE,,Science / by Diane Emberlin,,"Emberlin, Diane",,Book,English,Minneapolis: Dillon Press,1977.0,"158, [1] p. : ill. ;",,,,,,
46,1.0,'99125309899306421',FALSE,,Science & diplomacy,,,,Journal,English,"Washington, DC: AAAS Center for Science Diplomacy",2012.0,"Began with vol. 1, no. 1 (Mar. 2012).",,,,,,
17,0.9457427,'9963469093506421',TRUE,9948784643506421,"Science A poem. By Francis Hopkinson, Esq; [Two lines in Latin from Horace].",,"Hopkinson, Francis, 1737-1791",,Book,English,"Philadelphia: Printed by William Dunlap, in Market-Street",1762.0,"iv,[1],6-19,[1]p. ; 4⁰.",,,,,,
69,1.0,'99125223674306421',FALSE,,Science advances,,,,Journal,English,"Washington, DC: American Association for the Advancement of Science",2015.0,"1 online resource; Began with vol. 1, issue 1 (2015).",,,,,,
127,1.0,'SCSB-4268029',FALSE,,Science booklist,,American Association for the Advancement of Science,,Journal,English,Washington,1931.0,27 volumes in 1 : illustrations ; 22 x 10 cm; no. 1-27.,,,,,,
52,1.0,'SCSB-8478007',FALSE,,Science bulletin,,American-Soviet Science Society,,,English,New York,,28 cm.,,,,,,
58,1.0,'99125358230606421',FALSE,,Science communication : a practical guide for scientists,,,,Book,English,Hoboken: Wiley; ワイリーパブリッシングジャパン; Wairīpaburisshingujapan,2013.0,1 online resource (402 p.),,,,,,
106,1.0,'99125305157306421',FALSE,,Science editing,,,,Journal,English,Seoul: Korean Council of Science Editors,2014.0,"Began with vol. 1, no. 1 (February 2014).",,,,,,
101,1.0,'99125320520206421',FALSE,,Science education,,,,Journal,English,"New York, N.Y.: John Wiley & Sons",1929.0,"1 online resource; Print began with vol. 13, no. 4 (May 1929).",,,,,,
98,1.0,'998624703506421',FALSE,,Science forum,,,,Journal,English; French,Ottawa: Québec Science,1968.0,"12 v. : ill. ; 28 cm.; Vol. 1, no. 1 (Feb 1968)-v. 12, no. 3 (May/June 1979).",,,,,,
89,1.0,'99101503733506421',FALSE,,Science nation,,,,Journal,English,"Arlington, Va.: National Science Foundation",2009.0,1 online resource; Began in 2009.,,,,,,
6,0.9862043,'995645483506421',FALSE,,Science news,,,,Journal,English,"Washington, D.C.: Science Service",1966.0,"v. : ill. ; 27 cm.; Vol. 89, no. 11 (Mar. 12, 1966)-",,,,,,
6,0.9862043,'99125250675606421',FALSE,,Science news,,,,Journal,English,"Washington, D.C.: Science Service; Washington, D.C.: Society for Science & The Public",1966.0,"1 online resource; Began with: Vol. 89, no. 11 (Mar. 12, 1966).",,,,,,
63,1.0,'99125291679006421',FALSE,,Science studies,,,,Journal,English,Helsinki: Finnish Society for Science Studies,1988.0,"Vol. 1, no. 1 (1988)-; Ceased with: Volume 25, number 1 (2012).",,,,,,
64,1.0,'SCSB-8599835',FALSE,,"Science, a story of discovery and progress",,"Davis, Ira C. (Ira Cleveland), 1886-",,Book,English,New York: H. Holt,1947.0,"xiii, 538 p. incl. front., illus., diagrs. 24 cm.",,,,,,
39,0.89510345,'SCSB-8603807',TRUE,SCSB-4326152,"Science, its effect on industry, politics, war, education, religion and leadership",,"Hill, D. W. (Douglas W.)",,Book,English,"Brooklyn, N.Y.: Chemical Publishing Co., inc",1946.0,"v, 114 p. 23 cm.",,,,,,
29,0.97415715,'9919257233506421',TRUE,SCSB-8600974,"Science, its method and its philosophy",,"Brown, Guy Burniston",,Book,English,London: Allen & Unwin,1950.0,"189 p. illus., ports. 22 cm.",,,,,,
29,0.97415715,'SCSB-8600974',TRUE,9919257233506421,"Science, its method and its philosophy",,"Brown, Guy Burniston",,Book,English,London: Allen & Unwin,1950.0,"189 p. illus., ports. 22 cm.",,,,,,
26,0.9805437,'9915576393506421',TRUE,SCSB-8598541,"Science, the never-ending quest",,"Vergara, William Charles",,Book,English,New York: Harper & Row,1965.0,"xi, 434 p. illus. 22 cm.",,,,,,
26,0.9805437,'SCSB-8598541',TRUE,9915576393506421,"Science, the never-ending quest",,"Vergara, William Charles",,Book,English,New York: Harper & Row,1965.0,"xi, 434 p. illus. 22 cm.",,,,,,
66,1.0,'SCSB-12601377',FALSE,,Science; an introductory textbook,,"Holmyard, Eric John, 1891-1959",,Book,English,London: J.M. Dent & son,1926.0,"x, 229, [1] p. port., illus.",,,,,,
108,1.0,'SCSB-8600161',FALSE,,Science; one of a series of interviews on the American character [by the] Center for the Study of Democratic Institutions. An interview by Donald McDonald with Hans Bethe,,"McDonald, Donald, 1920-",,Book,English,"Santa Barbara, Calif: Center for the Study of Democratic Institutions",1962.0,37 p.,,,,,,
107,1.0,'9919563413506421',FALSE,,Science: a course of selected reading by authorities,,,,Book,English,"Nottingham, Eng.: International University Society",1957.0,"xxiii, 322 p. 24 cm.",,,,,,
18,0.97390085,'9913017443506421',TRUE,SCSB-8606373,Science: a new outline,,"Sullivan, J. W. N. (John William Navin), 1886-1937",,Book,English,New York: T. Nelson and sons,1935.0,"xii, 282 p. front., illus., plates, diagrs. 20 cm.",,,,,,
18,0.97390085,'SCSB-8606373',TRUE,9913017443506421,Science: a new outline,,"Sullivan, J. W. N. (John William Navin), 1886-1937",,Book,English,New York: T. Nelson and sons,1935.0,"xii, 282 p. front., illus., plates, diagrs. 20 cm.",,,,,,
17,0.9306371,'9948784643506421',TRUE,9963469093506421,Science. A poem,,"Hopkinson, Francis, 1737-1791",,Book,English,"Philadelphia:: Printed by William Dunlap, in Market-Street,",1762.0,"iv, [1], 6-19, [1] p. ; (4to)",,,,,,
75,1.0,'9948784633506421',FALSE,,Science. A poem,,"Hopkinson, Francis, 1737-1791",,Book,English,"Philadelphia:: Printed, and sold by Andrew Steuart, at the Bible-in-Heart, in Second-Street",1762.0,8 p. ; (8vo),,,,,,
